loc_rowid,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_bmasse,pl_bmassj,pl_orbeccen,st_mass,st_logg,sy_dist
2797,HD 2685 b,HD 2685,1,1,Transit,2019,4.1269046,,,,,4.23,196.852
2798,HD 26965 b,HD 26965,3,1,Radial Velocity,2018,42.378,8.47,0.02665,0.04,0.78,4.45,5.03545
2800,HD 27442 b,HD 27442,2,1,Radial Velocity,2000,428.1,495.8,1.56,0.06,1.23,3.78,18.2704
2803,HD 27631 b,HD 27631,1,1,Radial Velocity,2012,2198.14,474.83802,1.494,0.141,0.94,4.46,50.2862
2807,HD 27894 b,HD 27894,1,3,Radial Velocity,2005,18.01939,196.73578,0.619,0.047,0.81,,43.8214
2808,HD 27894 c,HD 27894,1,3,Radial Velocity,2017,36.07,51.48846,0.162,0.015,0.8,,43.8214
2810,HD 27894 d,HD 27894,1,3,Radial Velocity,2017,5174.0,1721.04945,5.415,0.389,0.8,,43.8214
2811,HD 27969 b,HD 27969,1,1,Radial Velocity,2021,654.5,1525.57635,4.8,0.182,1.16,4.12,67.9328
2813,HD 28109 b,HD 28109,1,3,Transit,2022,22.89104,18.496,0.05819,0.3307,1.26,4.13,139.611
2815,HD 28109 c,HD 28109,1,3,Transit,2022,56.00450565,,,,,4.22,139.611
2817,HD 28109 d,HD 28109,1,3,Transit,2022,84.25909262,,,,,4.22,139.611
2823,HD 28185 b,HD 28185,1,2,Radial Velocity,2001,385.52775,1855.16441,5.837,0.055,0.99,,39.3809
2824,HD 28185 c,HD 28185,1,2,Radial Velocity,2022,17417.92079,6241.83209,19.639,0.12,0.99,,39.3809
2825,HD 28192 b,HD 28192,1,1,Radial Velocity,2022,14.23283,99.79812,0.314,0.104,1.08,,49.8063
2827,HD 28254 b,HD 28254,2,1,Radial Velocity,2010,1333.0,1207.74795,3.8,0.95,1.1,,55.2884
2829,HD 285507 b,HD 285507,1,1,Radial Velocity,2013,6.0881,291.438,0.917,0.086,0.73,4.67,45.0293
2832,HD 285968 b,HD 285968,1,1,Radial Velocity,2008,8.7836,8.4,0.026,0.0,0.5,,9.47045
2835,HD 28678 b,HD 28678,1,1,Radial Velocity,2011,387.1,540.3,1.7,0.168,1.74,3.3,189.908
2837,HD 29021 b,HD 29021,1,1,Radial Velocity,2017,1362.3,762.792,2.4,0.459,0.85,4.44,30.9939
2839,HD 290327 b,HD 290327,1,1,Radial Velocity,2009,2443.0,772.3269,2.43,0.08,0.84,4.41,56.433
2840,HD 29399 b,HD 29399,1,1,Radial Velocity,2022,892.7,498.9906,1.57,0.05,1.17,3.25,44.1518
2843,HD 2952 b,HD 2952,1,1,Radial Velocity,2013,312.08,284.77425,0.896,0.269,1.91,2.65,110.103
2844,HD 29985 b,HD 29985,1,1,Radial Velocity,2022,20608.14049,1739.47487,5.473,0.261,0.75,,31.2707
2850,HD 30177 b,HD 30177,1,2,Radial Velocity,2002,1620.0,2447.291,7.7,0.22,0.95,,55.5867
2852,HD 30177 c,HD 30177,1,2,Radial Velocity,2016,11613.0,2415.508,7.6,0.22,0.99,4.41,55.5867
2856,HD 30562 b,HD 30562,1,1,Radial Velocity,2009,1159.2,436.362,1.373,0.778,1.23,4.34,26.1597
2857,HD 30669 b,HD 30669,1,1,Radial Velocity,2014,1684.0,149.37,0.47,0.18,0.92,4.37,58.0844
2860,HD 30856 b,HD 30856,2,1,Radial Velocity,2011,912.0,670.6213,2.11,0.12,1.65,3.31,131.199
2863,HD 31253 b,HD 31253,1,1,Radial Velocity,2010,466.0,158.908,0.5,0.3,1.23,4.1,58.1438
2864,HD 31527 b,HD 31527,1,3,Radial Velocity,2019,16.5535,10.47,0.0329,0.1,0.96,4.45,38.4473
2865,HD 31527 c,HD 31527,1,3,Radial Velocity,2019,51.2053,14.16,0.0445,0.04,0.96,4.45,38.4473
2866,HD 31527 d,HD 31527,1,3,Radial Velocity,2019,271.6737,11.82,0.0372,0.24,0.96,4.45,38.4473
2876,HD 3167 b,HD 3167,1,4,Transit,2016,0.959628,,,,,,47.2899
2886,HD 3167 c,HD 3167,1,4,Transit,2016,29.84622,8.33,0.02621,0.05,0.88,4.51,47.2899
2889,HD 3167 d,HD 3167,1,4,Radial Velocity,2017,8.4112,4.33,0.01362,0.12,0.84,,47.2899
2891,HD 3167 e,HD 3167,1,4,Radial Velocity,2022,102.09,9.74,0.03065,0.6,0.85,4.47,47.2899
2893,HD 32518 b,HD 32518,1,1,Radial Velocity,2009,157.54,966.16,3.04,0.01,1.13,2.1,122.115
2896,HD 32963 b,HD 32963,1,1,Radial Velocity,2015,2372.0,222.481,0.7,0.07,0.94,4.41,38.0786
2898,HD 330075 b,HD 330075,1,1,Radial Velocity,2004,3.38773,152.5584,0.48,0.0,0.47,4.26,45.2989
2899,HD 331093 b,HD 331093,1,1,Radial Velocity,2021,621.62,476.74261,1.5,0.59,1.03,4.2,50.1928
2903,HD 33142 b,HD 33142,1,3,Radial Velocity,2011,326.60001,476.745,1.5,0.12,1.78,3.49,121.375
2905,HD 33142 c,HD 33142,1,3,Radial Velocity,2018,810.2,282.86728,0.89,0.081,1.52,3.38,121.375
2906,HD 33142 d,HD 33142,1,3,Radial Velocity,2022,89.9,63.56568,0.2,0.191,1.52,3.38,121.375
2909,HD 332231 b,HD 332231,1,1,Transit,2020,18.71204,,,,1.13,4.28,80.6665
2912,HD 33283 b,HD 33283,2,1,Radial Velocity,2006,18.179,117.5971,0.37,0.48,1.47,4.12,89.8623
2913,HD 33564 b,HD 33564,1,1,Radial Velocity,2005,388.0,2892.1,9.1,0.34,1.25,4.0,20.9531
2915,HD 33844 b,HD 33844,1,2,Radial Velocity,2015,551.40002,638.8383,2.01,0.15,1.84,3.24,105.779
2916,HD 33844 c,HD 33844,1,2,Radial Velocity,2015,916.0,556.2025,1.75,0.13,1.78,3.24,105.779
2920,HD 34445 b,HD 34445,1,6,Radial Velocity,2009,1049.0,260.6206,0.82,0.27,1.14,4.21,46.0907
2921,HD 34445 c,HD 34445,1,6,Radial Velocity,2017,214.67,53.5,0.168,0.036,1.07,4.21,46.0907
2922,HD 34445 d,HD 34445,1,6,Radial Velocity,2017,117.87,30.7,0.097,0.027,1.07,4.21,46.0907
2923,HD 34445 e,HD 34445,1,6,Radial Velocity,2017,49.175,16.8,0.0529,0.09,1.07,4.21,46.0907
2924,HD 34445 f,HD 34445,1,6,Radial Velocity,2017,676.8,37.9,0.119,0.031,1.07,4.21,46.0907
2925,HD 34445 g,HD 34445,1,6,Radial Velocity,2017,5700.0,120.6,0.38,0.032,1.07,4.21,46.0907
2926,HD 35759 b,HD 35759,1,1,Radial Velocity,2016,82.467,1195.0408,3.76,0.389,1.15,4.24,71.2423
2927,HD 360 b,HD 360,1,1,Radial Velocity,2021,273.1,238.37131,0.75,0.139,1.69,2.59,111.542
2928,HD 36384 b,HD 36384,1,1,Radial Velocity,2023,490.0,2097.66749,6.6,0.2,1.14,1.1,209.309
2933,HD 3651 b,HD 3651,1,1,Radial Velocity,2003,62.242,69.98582,0.2202,0.614,0.89,4.51,11.1336
2938,HD 37124 b,HD 37124,1,3,Radial Velocity,2002,153.0,273.32,0.86,0.1,0.91,,31.6634
2943,HD 37124 c,HD 37124,1,3,Radial Velocity,2002,843.6,190.69,0.6,0.14,0.78,,31.6634
2947,HD 37124 d,HD 37124,1,3,Radial Velocity,2005,1768.0,209.44892,0.659,0.16,0.81,4.39,31.6634
2953,HD 37605 b,HD 37605,1,2,Radial Velocity,2004,54.21,,,0.7342,0.92,4.42,46.7864
2956,HD 37605 c,HD 37605,1,2,Radial Velocity,2012,2455.0,1071.0871,3.37,0.0,1.0,,46.7864
2957,HD 3765 b,HD 3765,1,1,Radial Velocity,2021,1211.0,54.98431,0.173,0.298,0.85,4.53,17.926
2959,HD 38283 b,HD 38283,1,1,Radial Velocity,2010,363.2,108.0622,0.34,0.41,1.08,4.15,38.0615
2966,HD 38529 b,HD 38529,2,2,Radial Velocity,2000,14.3093,270.8,0.852,0.248,0.98,3.52,42.3538
2973,HD 38529 c,HD 38529,2,2,Radial Velocity,2000,2165.0,4195.2,13.2,0.3506,0.98,3.52,42.3538
2978,HD 38801 b,HD 38801,1,1,Radial Velocity,2009,686.8,3219.6179,10.13,0.059,1.29,3.77,91.4349
2986,HD 39091 b,HD 39091,1,3,Radial Velocity,2001,2091.2,3070.2378,9.66,0.6394,1.02,4.36,18.2702
2987,HD 39194 b,HD 39194,1,3,Radial Velocity,2021,5.6368,4.0,0.01259,0.207,0.67,4.53,26.4131
2988,HD 39194 c,HD 39194,1,3,Radial Velocity,2021,14.03,6.3,0.01982,0.154,0.67,4.53,26.4131
2989,HD 39194 d,HD 39194,1,3,Radial Velocity,2021,33.91,4.0,0.01259,0.333,0.67,4.53,26.4131
2990,HD 39855 b,HD 39855,1,1,Radial Velocity,2019,3.2498,8.5,0.02674,0.14,0.87,,23.2599
2993,HD 40307 b,HD 40307,1,5,Radial Velocity,2009,4.3123,4.0,0.0126,0.2,0.77,4.47,12.9363
2996,HD 40307 c,HD 40307,1,5,Radial Velocity,2009,9.6207,6.43,0.02023,0.103,0.77,4.47,12.9363
2999,HD 40307 d,HD 40307,1,5,Radial Velocity,2009,20.4185,8.74,0.0275,0.122,0.77,4.47,12.9363
3002,HD 40307 f,HD 40307,1,5,Radial Velocity,2013,51.76,5.2,0.0164,0.02,0.77,4.47,12.9363
3004,HD 40307 g,HD 40307,1,5,Radial Velocity,2013,197.8,7.1,0.0223,0.29,0.77,4.47,12.9363
3005,HD 40956 b,HD 40956,1,1,Radial Velocity,2017,578.6,858.141,2.7,0.24,2.0,3.02,116.593
3009,HD 40979 b,HD 40979,3,1,Radial Velocity,2002,265.36,1207.74795,3.8,0.251,1.23,4.34,34.0883
3010,HD 41004 A b,HD 41004 A,2,2,Radial Velocity,2004,963.0,807.25,2.54,0.74,,,36.69117
3012,HD 41004 B b,HD 41004 B,2,2,Radial Velocity,2003,1.328199,5924.1,18.64,0.065,,,41.5504
3014,HD 4113 b,HD 4113,3,1,Radial Velocity,2007,526.5239,541.26178,1.703,0.899,1.01,,41.8727
3015,HD 42012 b,HD 42012,1,1,Radial Velocity,2017,857.5,508.528,1.6,0.2,0.83,4.45,36.7984
3020,HD 4203 b,HD 4203,1,2,Radial Velocity,2001,437.18,579.08336,1.822,0.513,1.14,4.15,81.3795
3023,HD 4203 c,HD 4203,1,2,Radial Velocity,2014,7053.0,479.9233,1.51,0.182,1.13,,81.3795
3028,HD 4208 b,HD 4208,1,1,Radial Velocity,2001,828.0,255.5,0.804,0.052,0.87,4.52,34.1937
3030,HD 42618 b,HD 42618,1,1,Radial Velocity,2016,148.49,15.1922,0.0478,0.27,0.92,4.41,24.3358
3032,HD 4308 b,HD 4308,1,1,Radial Velocity,2005,15.56,15.8915,0.05,0.0,0.93,4.39,22.0158
3035,HD 4313 b,HD 4313,1,1,Radial Velocity,2009,356.0,730.978,2.3,0.041,1.72,3.4,136.308
3037,HD 43197 b,HD 43197,1,2,Radial Velocity,2010,327.8,190.69,0.6,0.83,0.96,4.31,62.4112
3038,HD 43197 c,HD 43197,1,2,Radial Velocity,2022,9295.9735,2500.67391,7.868,0.149,0.96,,62.4112
3040,HD 43691 b,HD 43691,3,1,Radial Velocity,2007,36.9987,810.4665,2.55,0.0796,1.32,,85.6009
3042,HD 44219 b,HD 44219,1,1,Radial Velocity,2010,472.3,184.33,0.58,0.61,1.0,4.21,52.9051
3044,HD 45184 b,HD 45184,1,2,Radial Velocity,2019,5.8854,12.19,0.0384,0.07,1.03,4.47,21.9532
3046,HD 45184 c,HD 45184,1,2,Radial Velocity,2019,13.1407,10.9333,0.0344,0.48,1.01,4.38,21.9532
3050,HD 45350 b,HD 45350,1,1,Radial Velocity,2004,962.1,578.43,1.82,0.764,1.02,,46.8733
3052,HD 45364 b,HD 45364,1,2,Radial Velocity,2008,225.79,60.16492,0.1893,0.067,0.82,,34.354
3054,HD 45364 c,HD 45364,1,2,Radial Velocity,2008,345.43,174.4878,0.549,0.019,0.82,,34.354
3057,HD 45652 b,HD 45652,1,1,Radial Velocity,2008,43.6,150.0,0.47,0.38,0.83,4.32,34.8541
3058,HD 457 b,HD 457,1,1,Radial Velocity,2022,20324.58153,8445.33643,26.572,0.565,1.15,,55.0375
3061,HD 46375 b,HD 46375,2,1,Radial Velocity,2000,3.023495,72.01992,0.2266,0.063,0.93,4.49,29.5529
3063,HD 47186 b,HD 47186,1,2,Radial Velocity,2008,4.0845,22.2481,0.07,0.04,0.96,4.36,37.4574
3064,HD 47186 c,HD 47186,1,2,Radial Velocity,2008,1353.6,111.42,0.35061,0.249,,,37.4574
3066,HD 4732 b,HD 4732,2,2,Radial Velocity,2012,360.2,753.23,2.37,0.13,1.74,3.16,54.7841
3068,HD 4732 c,HD 4732,2,2,Radial Velocity,2012,2732.0,753.23,2.37,0.23,1.74,3.16,54.7841
3071,HD 47366 b,HD 47366,1,2,Radial Velocity,2016,363.3,556.2025,1.75,0.089,1.81,2.97,84.3552
3074,HD 47366 c,HD 47366,1,2,Radial Velocity,2016,682.85,597.5204,1.88,0.1,2.19,3.1,84.3552
3076,HD 47536 b,HD 47536,1,1,Radial Velocity,2002,712.13,2330.0,7.32,0.2,2.1,,122.536
3077,HD 4760 b,HD 4760,1,1,Radial Velocity,2021,434.0,4417.837,13.9,0.23,1.05,1.62,537.873
3080,HD 48265 b,HD 48265,1,1,Radial Velocity,2008,762.0,380.0,1.2,0.24,0.93,,90.5446
3081,HD 4917 b,HD 4917,1,1,Radial Velocity,2018,400.5,513.29545,1.615,0.066,1.32,2.97,204.277
3086,HD 49674 b,HD 49674,1,1,Radial Velocity,2002,4.94737,31.783,0.1,0.09,1.03,4.44,43.0399
3091,HD 50499 b,HD 50499,1,2,Radial Velocity,2005,2453.0,432.2488,1.36,0.334,1.28,,46.2845
3093,HD 50499 c,HD 50499,1,2,Radial Velocity,2019,10400.0,1010.69433,3.18,0.241,1.25,4.22,46.2845
3099,HD 50554 b,HD 50554,1,1,Radial Velocity,2002,1293.0,1574.464,4.954,0.501,1.04,,31.1664
3100,HD 51608 b,HD 51608,1,2,Radial Velocity,2019,14.0726,12.77,0.0402,0.09,0.8,4.36,35.0553
3101,HD 51608 c,HD 51608,1,2,Radial Velocity,2019,95.9446,14.31,0.045,0.14,0.8,4.36,35.0553
3107,HD 52265 b,HD 52265,1,1,Radial Velocity,2000,119.29,346.0,1.09,0.325,1.2,4.26,29.9803
3109,HD 5278 b,HD 5278,1,2,Transit,2021,14.339156,7.8,0.02454,0.08,1.13,4.5,57.5846
3110,HD 5278 c,HD 5278,1,2,Radial Velocity,2021,40.87,18.4,0.05789,0.07,1.13,4.5,57.5846
3115,HD 5319 b,HD 5319,1,2,Radial Velocity,2007,638.6,495.8148,1.56,0.015,1.27,,121.405
3118,HD 5319 c,HD 5319,1,2,Radial Velocity,2014,886.0,365.49,1.15,0.15,1.51,3.45,121.405
3120,HD 55696 b,HD 55696,1,1,Radial Velocity,2018,1706.0,1357.1273,4.27,0.681,1.29,4.15,77.9693
3121,HD 5583 b,HD 5583,1,1,Radial Velocity,2016,139.35,1837.0574,5.78,0.076,1.01,2.53,219.216
3125,HD 5608 b,HD 5608,2,1,Radial Velocity,2012,792.6,444.962,1.4,0.19,1.55,,58.1105
3126,HD 564 b,HD 564,1,1,Radial Velocity,2014,492.3,104.88,0.33,0.096,0.96,4.53,51.1659
3128,HD 56414 b,HD 56414,1,1,Transit,2022,29.04992,,,0.68,1.89,,272.217
3129,HD 56957 b,HD 56957,1,1,Radial Velocity,2022,5859.08992,1880.90851,5.918,0.273,1.03,,61.4925
3131,HD 5891 b,HD 5891,1,1,Radial Velocity,2011,177.11,2425.0429,7.63,0.07,1.93,2.67,283.502
3132,HD 59686 A b,HD 59686 A,2,1,Radial Velocity,2016,299.36,2199.3836,6.92,0.05,1.9,2.49,89.2721
3133,HD 60292 b,HD 60292,1,1,Radial Velocity,2020,495.4,2065.895,6.5,0.27,1.7,1.9,315.211
3135,HD 60532 b,HD 60532,1,2,Radial Velocity,2008,201.3,327.35,1.03,0.28,1.44,3.83,25.9716
3137,HD 60532 c,HD 60532,1,2,Radial Velocity,2008,600.1,797.7533,2.51,0.03,1.5,3.8,25.9716
3141,HD 62364 b,HD 62364,1,2,Radial Velocity,2022,5170.5,5549.28399,17.46,0.6092,1.2,4.29,53.112
3142,HD 62364 c,HD 62364,1,2,Radial Velocity,2022,74839.94555,7923.46219,24.93,0.773,1.19,,53.112
3146,HD 62509 b,HD 62509,1,1,Radial Velocity,2006,,835.9,2.63,,2.0,,
3147,HD 62549 b,HD 62549,1,1,Radial Velocity,2022,14306.88519,2707.5802,8.519,0.15,1.08,,49.3305
3151,HD 63433 b,HD 63433,1,3,Transit,2020,7.10793,,,0.0,0.99,,22.4035
3156,HD 63433 c,HD 63433,1,3,Transit,2020,20.54381533,,,,,4.53,22.4035
3157,HD 63433 d,HD 63433,1,3,Transit,2023,4.209075,,,0.16,0.99,4.52,22.4035
3160,HD 63454 b,HD 63454,1,1,Radial Velocity,2005,2.817822,120.0,0.38,0.0,0.8,4.23,37.6894
3162,HD 63765 b,HD 63765,1,1,Radial Velocity,2009,358.0,168.4499,0.53,0.24,0.65,4.41,32.5376
3164,HD 63935 b,HD 63935,1,2,Transit,2021,9.0588209,,,,,4.44,48.9739
3166,HD 63935 c,HD 63935,1,2,Radial Velocity,2021,21.4023,11.1,0.03492,0.0,0.93,4.38,48.9739
3167,HD 64114 b,HD 64114,1,1,Radial Velocity,2019,45.791,17.8,0.056,0.12,0.95,,31.5262
3168,HD 64121 b,HD 64121,1,1,Radial Velocity,2022,623.0,813.64072,2.56,0.11,1.64,3.19,129.966
3171,HD 6434 b,HD 6434,1,1,Radial Velocity,2003,21.998,155.7367,0.49,0.17,1.1,4.38,42.358
3175,HD 65216 b,HD 65216,3,2,Radial Velocity,2003,613.1,384.5743,1.21,0.41,0.92,4.53,35.1205
3177,HD 65216 c,HD 65216,3,2,Radial Velocity,2013,5370.0,645.1949,2.03,0.17,0.87,4.44,35.1205
3178,HD 66141 b,HD 66141,1,1,Radial Velocity,2012,480.5,1906.9,6.0,0.07,1.1,1.78,68.1509
3185,HD 66428 b,HD 66428,1,2,Radial Velocity,2005,2263.12,1018.32732,3.204,0.493,1.08,4.36,53.2817
3187,HD 66428 c,HD 66428,1,2,Radial Velocity,2021,39000.0,8581.36699,27.0,0.32,1.05,4.32,53.2817
3188,HD 67087 b,HD 67087,1,2,Radial Velocity,2015,352.2,973.0,3.06,0.17,1.36,4.19,76.5217
3189,HD 67087 c,HD 67087,1,2,Radial Velocity,2015,2374.0,1540.0,4.85,0.76,1.36,4.19,76.5217
3191,HD 6718 b,HD 6718,1,1,Radial Velocity,2009,2496.0,496.0,1.56,0.1,0.96,4.48,51.3444
3193,HD 68402 b,HD 68402,1,1,Radial Velocity,2016,1103.0,975.7381,3.07,0.03,1.12,4.47,78.4293
3194,HD 6860 b,HD 6860,1,1,Radial Velocity,2023,663.87,8981.83078,28.26,0.28,2.49,0.54,61.12469
3198,HD 68988 b,HD 68988,1,2,Radial Velocity,2001,6.27711,626.1251,1.97,0.12,1.28,4.4,60.8447
3199,HD 68988 c,HD 68988,1,2,Radial Velocity,2021,16000.0,4767.4261,15.0,0.45,1.17,4.31,60.8447
3201,HD 69123 b,HD 69123,1,1,Radial Velocity,2022,1191.0,982.08978,3.09,0.224,1.68,2.86,75.116
3203,HD 69830 b,HD 69830,1,3,Radial Velocity,2006,8.66945,10.26586,0.0323,0.112,0.89,4.49,12.5591
3205,HD 69830 c,HD 69830,1,3,Radial Velocity,2006,31.613,9.85268,0.031,0.114,0.89,4.49,12.5591
3207,HD 69830 d,HD 69830,1,3,Radial Velocity,2006,200.61,14.0798,0.0443,0.1,0.89,4.49,12.5591
3208,HD 70573 b,HD 70573,1,1,Radial Velocity,2007,851.8,1900.0,6.1,0.4,1.0,4.59,59.182
3213,HD 70642 b,HD 70642,1,1,Radial Velocity,2003,2068.0,626.0,1.97,0.034,1.05,4.43,29.276
3215,HD 7199 b,HD 7199,1,1,Radial Velocity,2011,615.0,85.8141,0.27,0.19,0.77,4.35,36.1531
3216,HD 72490 b,HD 72490,1,1,Radial Velocity,2018,858.0,561.92344,1.768,0.124,1.21,3.21,126.339
3224,HD 72659 b,HD 72659,1,2,Radial Velocity,2002,3549.39854,949.67128,2.988,0.257,1.09,,51.8949
3225,HD 72659 c,HD 72659,1,2,Radial Velocity,2022,18207.72098,5977.08102,18.806,0.091,1.09,,51.8949
3227,HD 72892 b,HD 72892,1,1,Radial Velocity,2016,39.44603,1737.88573,5.468,0.419,1.01,,69.7311
3228,HD 73256 c,HD 73256,1,1,Radial Velocity,2023,2690.0,5085.25451,16.0,0.16,1.0,,36.708
3232,HD 73267 b,HD 73267,1,2,Radial Velocity,2008,1260.0,973.0,3.06,0.256,0.89,4.28,50.4093
3234,HD 73267 c,HD 73267,1,2,Radial Velocity,2022,17071.78045,1630.77756,5.131,0.089,0.93,,50.4093
3237,HD 73526 b,HD 73526,1,2,Radial Velocity,2002,190.5,953.49,3.0,0.34,1.05,,97.2396
3238,HD 73526 c,HD 73526,1,2,Radial Velocity,2005,379.1,715.09,2.25,0.28,1.01,,97.2396
3243,HD 73534 b,HD 73534,1,1,Radial Velocity,2008,1750.0,353.42696,1.112,0.126,1.16,3.6,83.3321
3246,HD 73583 b,HD 73583,1,2,Transit,2022,6.3980642,,,,,4.5,31.5666
3248,HD 73583 c,HD 73583,1,2,Transit,2022,18.8792871,,,,,4.5,31.5666
3254,HD 74156 b,HD 74156,1,2,Radial Velocity,2003,51.63603,554.61057,1.745,0.6536,1.15,4.14,57.603
3262,HD 74156 c,HD 74156,1,2,Radial Velocity,2003,2520.0,2606.1,8.2,0.38,1.24,4.4,57.603
3267,HD 7449 b,HD 7449,2,1,Radial Velocity,2011,1270.55195,2597.9294,8.174,0.752,1.2,,38.662
3268,HD 74698 b,HD 74698,1,2,Radial Velocity,2023,15.017,23.0,0.07,0.1,1.04,4.12,52.0648
3269,HD 74698 c,HD 74698,1,2,Radial Velocity,2023,3449.0,126.0,0.4,0.2,1.04,4.12,52.0648
3273,HD 75289 b,HD 75289,2,1,Radial Velocity,1999,3.509267,148.42661,0.467,0.034,1.21,4.33,29.1158
3274,HD 75302 b,HD 75302,1,1,Radial Velocity,2023,4356.0,1716.2734,5.4,0.39,1.06,,30.3288
3277,HD 75784 b,HD 75784,1,2,Radial Velocity,2014,341.2,317.83,1.0,0.097,1.26,3.46,85.4321
3280,HD 75784 c,HD 75784,1,2,Radial Velocity,2018,3878.0,1430.235,4.5,0.266,1.26,,85.4321
3283,HD 75898 b,HD 75898,1,1,Radial Velocity,2007,418.2,797.7533,2.51,0.1,1.28,4.16,78.0505
3286,HD 76700 b,HD 76700,1,1,Radial Velocity,2002,3.971,62.61251,0.197,0.0,1.0,,60.8831
3287,HD 76920 b,HD 76920,1,1,Radial Velocity,2017,415.4,1249.0719,3.93,0.856,1.17,2.94,184.031
3289,HD 77338 b,HD 77338,1,1,Radial Velocity,2012,5.7361,19.0698,0.06,0.09,1.37,4.6,45.935
3290,HD 79181 b,HD 79181,1,1,Radial Velocity,2021,273.1,203.41018,0.64,0.259,1.28,2.45,103.335
3295,HD 7924 b,HD 7924,1,3,Radial Velocity,2008,5.39792,8.68,0.02731,0.058,0.83,4.59,16.9922
3297,HD 7924 c,HD 7924,1,3,Radial Velocity,2015,15.3006,8.83563,0.0278,0.1,0.8,4.55,16.9922
3299,HD 7924 d,HD 7924,1,3,Radial Velocity,2015,24.4459,6.10231,0.0192,0.17,0.8,4.55,16.9922
3301,HD 79498 b,HD 79498,2,1,Radial Velocity,2011,1807.0,425.8922,1.34,0.575,1.08,,48.9489
3308,HD 80606 b,HD 80606,2,1,Radial Velocity,2001,111.4367,1307.55262,4.114,,1.02,4.42,66.4711
3312,HD 80653 b,HD 80653,1,2,Transit,2020,0.719573,5.6,0.01762,,1.18,4.34,109.86
3315,HD 80869 b,HD 80869,1,1,Radial Velocity,2021,1711.0,1802.08707,5.67,0.871,1.08,4.18,85.3951
3316,HD 80883 b,HD 80883,1,1,Radial Velocity,2022,6383.78352,1748.05624,5.5,0.203,0.88,,34.6011
3317,HD 80913 b,HD 80913,1,1,Radial Velocity,2022,10839.83341,7505.2,23.614,0.313,1.11,,61.3603
3321,HD 81040 b,HD 81040,1,1,Radial Velocity,2005,1002.7,2301.07767,7.24,0.525,0.99,,34.4341
3324,HD 81688 b,HD 81688,1,1,Radial Velocity,2007,,562.5,1.77,,1.1,,85.7183
3326,HD 81817 b,HD 81817,1,2,Radial Velocity,2020,1021.20159,7668.5638,24.128,0.097,4.3,,269.126
3327,HD 81817 c,HD 81817,1,2,Radial Velocity,2022,622.97802,7185.78245,22.609,0.095,4.3,,269.126
3329,HD 82886 b,HD 82886,1,1,Radial Velocity,2011,705.0,413.2,1.3,0.066,1.06,3.4,127.061
3334,HD 82943 b,HD 82943,1,2,Radial Velocity,2003,441.47,534.25,1.681,0.162,1.08,4.33,27.5902
3339,HD 82943 c,HD 82943,1,2,Radial Velocity,2003,220.078,622.603,1.959,0.3663,1.08,4.33,27.5902
3340,HD 8326 b,HD 8326,1,1,Radial Velocity,2019,158.991,66.6,0.20955,0.2,0.8,,30.6862
3347,HD 83443 b,HD 83443,1,2,Radial Velocity,2002,2.98566,129.99182,0.409,0.074,1.01,4.43,40.8991
3348,HD 83443 c,HD 83443,1,2,Radial Velocity,2022,8241.0,476.74261,1.5,0.76,1.0,4.39,40.8991
3349,HD 8535 b,HD 8535,2,1,Radial Velocity,2010,1313.0,216.1244,0.68,0.15,1.13,4.46,55.4401
3352,HD 85390 b,HD 85390,1,1,Radial Velocity,2009,788.0,42.0,0.132,0.41,0.76,4.41,33.5225
3354,HD 85512 b,HD 85512,1,1,Radial Velocity,2011,58.43,3.6,0.011,0.11,0.69,4.39,11.281
3358,HD 8574 b,HD 8574,1,1,Radial Velocity,2002,227.55,670.6213,2.11,0.288,1.12,4.19,44.8264
3359,HD 86065 b,HD 86065,1,1,Radial Velocity,2022,25775.78859,2877.30057,9.053,0.219,0.81,,40.3661
3362,HD 86081 b,HD 86081,2,1,Radial Velocity,2006,2.1375,521.2412,1.64,0.01,1.39,4.18,103.936
3365,HD 86226 b,HD 86226,1,2,Radial Velocity,2009,1695.0,292.39,0.92,0.15,1.06,4.36,45.683
3367,HD 86226 c,HD 86226,1,2,Transit,2020,3.9846589,,,,,4.45,45.683
3370,HD 86264 b,HD 86264,1,1,Radial Velocity,2009,1488.79123,3117.26102,9.808,0.821,1.26,,67.8107
3372,HD 8673 b,HD 8673,2,1,Radial Velocity,2009,1634.0,4513.0,14.2,0.723,1.28,4.19,37.8619
3373,HD 86950 b,HD 86950,1,1,Radial Velocity,2016,1270.0,1144.188,3.6,0.17,1.66,2.66,209.839
3374,HD 87646 b,HD 87646,3,1,Radial Velocity,2016,13.481,3941.092,12.4,0.05,1.12,4.1,73.58352
3379,HD 87883 b,HD 87883,1,1,Radial Velocity,2009,3309.22118,1719.13385,5.409,0.707,0.81,,18.2912
3380,HD 88072 b,HD 88072,1,1,Radial Velocity,2022,18538.79293,2511.7979,7.903,0.156,1.04,,35.9098
3386,HD 88133 b,HD 88133,1,1,Radial Velocity,2004,3.41587,95.03117,0.299,0.133,0.94,3.8,73.6123
3387,HD 88986 b,HD 88986,1,1,Radial Velocity,2023,146.05,17.2,0.05412,0.24,1.25,4.16,33.2673
3393,HD 89307 b,HD 89307,1,1,Radial Velocity,2009,2157.0,565.7374,1.78,0.241,1.03,4.41,32.0104
